content,score
"customer servicenya busukkk , pembayaran qris saldo udah kepotong tapi status masih menunggu (blm dibayar) chat cs kaya bot balesnya , udh gitu lama .. entah lah duit gw ilang kemana wkkwk . busuk bgt pelayanannya , kaga lagi"" gw pake nih aplikasi .. sampahhh!!!",1
ok,5
Tolong percepat pengiriman,2
Aplikasi gak mutu,1
bagus,5
Penjual di appl sok sibuk banget sampe ditanya gak mau jawab kocak,1
sukses selalu,5
Setiap mau masuk ke bagian transaksi untuk ngecek barang yang di beli pasti selalu aplikasinya keluar sendiri dan ada notifikasi aplikasi tidak ada tanggapan,1
good,5
"ADMIN TONYETNYA JUTEK, GA KASIH SOLUSI APAPUN",1
Baru daftar aja udah di persulit.masukin token aja di persulit padahal udah masukin sandi yang pling susah tapi .token tidak valid hampir 50 kata sandi berbeda tidak bisa auto uninstall,1
"Makin kesini makin aneh2 ni tokped, Cs nya lemot, chat sekarang bales kapan, vocher batal sistem terus.. Masi lebih baik toko oyen..",1
Ok,5
Sangat membantu,5
terima kasih atas pelayanannya,5
MANTAP,5
"Itu expedisi id express mnding jangan dipale recemoded buat ngirim brng, Gila",3
"Aplikasi minta di update,aplikasi cuma 36MB pdahal memori ada 1,11 GB kenapa gagal terus hadeh",1
Saat ini Mengecewakan,1
Lemot,3
Setelah saya baca komen saya jadi takut untuk download Tokopedia .jadi saya komen aja semoga semakin baik bukan meburuk,1
bagus,5
sangat membantu sekali...,5
jangan download g rekomen bngt,1
"Saya Pengguna baru,Semoga Tokped tidak mengecewakan.",5
bagus ³,3
"Ngasih bintang 1 aja saya sebenernya keberatan juga, Transaksi pembayaran sudah sukses malah di batalkan sistem, dan dana saya di tahan pengajuan ke CS malah berbelit Belit ,sampai sekarang dana saya masih di tahan..mana dana nya 10jt lagi .. nyesel transaksi di sini mending di flat room lain aja gak seribet disini",1
"sedikit kecewa dengan tokped, ggra 1 problem ada yg kirim paket ghaib ke saya melalui aplikasi tokped, padahal dlu tokped aman2 aja lho aplikasi belanja favorit saya malahan, saya chat cs pun lama dibalasnya tidak ditindaklanjuti, kecewa saya dengan tokped",1
puas,3
Min saya ada promo kok gak bisa di pakai,4
bagus banyak diskon,5
buruk loading lama,1
"Aneh sistem nya pesanan di batalin otomatis, terus ada lagi pengiriman salah .. kek nya di sengaja dah.. udh jelas alamat ada no hp ada ..hdeh mana udh di tf juga .. kacau .. dahlah cape pengiriman lama respon komplain nunggu 3 hari tapi gk tau bisa jadi 3 bulan wkwk ..",1
"Saya heran dengan tokopedia,makin lama makin kacau,sistem pembayaran makin gk karuan,cod udah gk ada bayar pake paylater gk bisa,padahal paylater saya gk ada masalah tiap tgl 1 saya selalu tepat bayar.d karena kan saya butuh barang ya terpaksa belanja pake aplikasi lain. Saran saya untuk tokopedia jangan kepedean kalo sistem seperti ini terus bisa bisa konsumen pada lari ke aplikasi lain,dan aplikasi lain lebih menjanjikan. Selamat tinggal tokopedia.",1
👍,5
Iklan mu itu loh ganggu aja cok,1
"Kecewa banget sama tokped, Sistem keamanannya sangat minim, banyak akun penipu tapi susah untuk klaimnya, sudah coba ikuti sesuai petunjuk tetep ga bisa, untuk minta refund uang agar tidak di teruskan ke penjual penipu tapi susahnya minta ampun, sangat tidak aman",1
pokoknya tokped tdk mengecewakan...,4
"Tolong di cek lagi, ini update toped terbaru jd lemot di hp.. Buka keranjang loading lama bgt. Buka produk jg loading terus.. Jgn terlalu banyak update tdk jelas dan memakan memori besar",1
pembayaran cod hanya ada satu 1x,3
bagus,5
Kenapa aplikasi tokped jadi lola dan sering tidak bisa di gunakan untuk chatt seller utk bertanya tentang produknya.....,1
Barang dateng gk sesuai tanggal Dan dateng lamaa,1
banyak diskon,5
toko online terpercaya dan terbaik,5
"Belanja disini karena ada duit di Gopay, seller ga ngirim2 udah 4 hari akhirnya di cancel system. Beli di toko berbeda malah pengiriman lama banget pake JNE. Sumpah harus extra sabar kalo di Tokopedia.",2
Cukup baik,5
Ecommerce paling lambat response keluhan customer...bad..slow response..e commerce terburuk yang pernah ada..Harusnya tokopedia quick response kalau pengiriman diluar kewajaran..diluar estimasi..jangan nunggu dikomplain..payah..yang dirugikan seller dan pembeli..Hapus tokopedia jangan pernah pakai tokopedia..konsumen selalu dirugikan.. #tokopedia#ecommerce yg merugikan konsumen,1
"Lebih utamakan perbanyak gratis ongkir & diskon awal tahun, terutama untuk rekomendasi kurir agar bisa manual pilih sendiri bukan sistem yg pilihkan ekspedisinya, sekian overrall sudah bagus selain diskonnya, tingkatkan lagi layanannya serta eventnya diperbanyak, Terima Kasih.",3
bagus,5
Ok,5
Aplikasi yang bagus,5
"thank u so much tokopedia ! banyak promo nya, gak ribet, pengirimannya cepat, ga banyak lag, lovee tokopedia so muchh <33",5
Ok,5
"Tolong ya, ini saya ngajuin komplen kok loading mulu. Jelek bangettt",1
"solutif, ada transaksi gagal di atas 10 juta langsung dikembalikan kurang dari 1 jam.",5
Vouchernya makin ngaco,1
"Pengalaman yang sangat buruk, management nya sangat buruk, malah prioritaskan penjual dari pada pembeli, penjual adalah kontrak, pembeli adalah tamu yang layak di hormati, harap kebijakan systemnya di benahi",1
bguss asa vocer setiap hario sukaa bgttt,5
"Tokopedia emng diskon nya gede awal² pengguna baru, tapi kurir² nya itu loh lamaa bangett kalo ngirimm bisa sampe nunggu 2mingguan pesen basreng aja 2 Minggu baru sampee haduhh ganti² aja tuh kurirnyaa",1
Ok,5
Notifikasinya gak umum. Mengganggu. Perdetik pasti selalu ada notifikasi.,1
"Pusat komplain tokopedia membuat keputusan sepihak yang banyak meugikan konsumen , saya rugi jutaan rupiah gara2 aplikasi ini tidak berlaku adil terhadap pelanggan , jadi saya tidak pernah pake aplikasi sampah ini",1
Dapet kupon,5
"Sy pke Tokopedia udh lama, tp skrg jd nyebelin. Dulu, pesan ke penjual bs dihapus, skrng nggak. Kadang ada notif, tp pas dicek kosong. Fitur liat penjual aktif/nggaknya jg hilang, kasih ruang buat penjual nakal. Di app lain, pesan & notif bs dihapus, status aktif penjual ada. Brg yg dicari di Tokopedia sering ga ada, tp di app lain malah ada, mgkn krn penjual lbh bnyk. Kalo update, jgn cuma ubah tampilan, tp jg perbaiki masalah penjual nakal & balikin fitur2 yg dulu ada.",1
"Teruntuk TOKOPEDIA. please lahhh jangan pake ekspedisi yang ngga sat sat. Pake J&T EXPRESS atau JNE REG aja bisa ngga??? Paketku lohh ga dikirim kirim. Masa iyaa kudu ambil sendiri terus. Di daerahku pake ekspedisi (ID EXPRESS, NINJA, SI CEPAT Tuh kurang RECOMMEND Yaa) tolong di perbaiki. Terimakasih!",3
Mudah dicari tapi suka salah saya pernah beli barang free 1dp 2 beda warna janjinya ternyata lain dg jg diminta,5
udah ekspedisi rekomendasi gak bisa milih kayak toko sebelah Eh sekarang pembayaran dipaksa pake virtual account dan dikenakan biaya pula Koplak Ini sih bikin kapok pada kabur ke toko sebelah deh,1
oke,5
"Gak jelas ni tokped lama2, barang di tulisnya promo, pas checkout, harganya knapa jadi berubah, mahal bgt, mending tulis aja harga asli, jgn ngecoh, bikin males lama2",1
Tokopedia mang oie,5
tampilan makin aneh jadi lemot,1
memuaskan. puasa belanja di tokopedia,5
"Banyak barang 18+ tidak sesuai sama barang yang di cari mana ga bisa dihilangin lagi, jadi perih mata saya😒 mohon diperbaiki",2
tokped keren...,5
"Ketika lgi berselancar di tokped lama kelamaan jdi lemot memuat produk, pdhl sinyal dan data aman",3
Lama banget pengiriman nya udah 10 hari ga sampe-sampe trus masa ada asuransi pengiriman nya mana gede lagi ga sesuai dengan harga di aplikasi nya.,1
PAKET LAMA DIKIRIM TIDAK SESUAI ESTIMASI DAN RIWAYAT PERJALANAN PAKET NYANGKUT,1
Ok,5
"Nyesel kecewa sama apk ini ,saya tarik dana dari saldo tokped udah dari tgl 4 sampe tgl 9 ga ada uang masuk ke rekening . Estimasi pertama 1x24 jam . Terus mundur lagi 3x24 jam Mundur lagi sampe bulan 8 jam 23.59 .gada uang masuk ke rekening . PARAH!!!!",1
Bunga gopay leher mencekik bagi kaum kebawah kayk saya telat sehari denda 50rb aplikasi lain itu 2 bulan cumak 20rb dendanya,1
semoga menjadi amanah,5
good tokopediq emang the best dr toko online lainya👍👍👍👍,5
mantap,5
Sy msh perdana di sini,5
banyak gratis ongkir,5
Bagus,5
cepat mudah terpercaya,5
Ada apa dng Tokopedia... Ada bnyk Promo dan voucer tp tdk bs di gunakan..,5
"Mulai maret 2025 tiap kali mau CO selalu error, berulang-ulang refresh, udh cek upgrade apk jg jd bikin gak nyaman sbg customer yg udh lama banget gunain Tokopedia, ada apa ini? Apa bakalan ikutan tutup jg Tokopedia?",1
"Sangat tidak bertanggung jawab,,uang saya di aplikasi dana hilang 300rb riwayatnya transaksi sama Tokopedia,setelah di cek di aplikasi tidak ada transaksi sama sekali,,kenapa bisa begitu",1
"Suruh update trus giliran d update cuma muter"" doang ,lama instalnya",2
"kemarin beli barang seharga 440rb pembayaran memakai QRIS, sudah saya transfer tapi status pembayaran masih menunggu, sudah saya tunggu sampai akhir batas pembayaran malah pesanan saya menghilang/tidak ada, sudah hubungi CS malah dibikin pusing sendiri. tolong min apabila bisa direfund dananya bisa hub email saya, saya punya bukti tf lengkap🙏",1
sangat membantu apabila di toped ada saldo refund,5
ok sip,5
"Mantap bonusnya, harga terjangkau smua lapisan bawah🤳💪 bebas ongkir dan mutu original tapi toup saldo sulit 🖐️ coin/poin",1
marketplace favorit,5
sangat mudah bayar pakai dana,5
"Tokopedia mantapp,baru pertama belanja murah poll...terimah kasih Tokopedia sudah membantu kebutuhan rumah dengan harga murah.. Alhamdulillah...",5
harus nya aplikasi nya di update 5 bulan sekali aja masa harus seminggu sekali di update,2
"mending update UI ecommerce kaya shopee lebih menarik sumpah , sebagai pembeli jujur gue agak kecewa baik dgn seller - kurir & penanganan lemodd ala toped kalian team IT belahar gih dri pesaing malu 😒 hospitality keren si orangee 😆",1
menurutku tokopedia bagus,5
good job,5
"banyan pilihan produknya, pengiriman cepat. tokopedia joss",5
Jelek aplikasinya dan jrg diskon kyk dlu,3
Aplikasinya mantul,5
Belanja lebih mudah,5
ok,5
promosonya bagus,5
bagusss,4
saran harusnya ada login tiktok,2
Kalian kalo ada toko yg ga aktif kasih tau pembeli dong. Kasih warn toko ini tidak aktif sekian hari. Kalah sm oren. 4 hari ga aktif aja juga pembeli dikasih tau. Ini udah pesan. Udah bayar. Taunya penjualnya ghoib. Byk bgt seller2 ijo yg ghoib. Tetep aktif itu tokonya. Ga di non aktifin.,3
Hati hati aplikasi ini penipu,1
"di Samsung Galaxy A55 5G aplikasi Tokipedia tidak bisa melihat detail produk, setiap klik Produk tampilan layar hanya putih kosong saja.",1
Ok,4
Tolong kembalikan tenoe cicil 12 bulan saya😭,1
not bad bro,3
Good apps,5
"Banyak toko ga amanah, 2 transaksi ga diproses, voucher angus semua, hati hati aja, kayanya emg udh kerja sama sih sama pihak developer.",1
semoga amanah barangnya aku tunggu,5
mantap,5
ka tokped kenapa pemak\ian dibatasi limit padahal limit ku gede tapi p3makaian sejuta udah habis,4
"tolong jaringan nya kondisikan, turun jauh sama kualitas toko sebelah😞",2
"Parah gratis ongkir sekarang gak ada disini, udah gak dapat saya",1
"Maaf, saya tidak bisa login.. kenapa ya?",1
toped aplikasi yang sangat mantap dan membantu dalam mencari barang yang kita butuhkan,5
Lama bget loding y anjir,1
Good looking,5
GK ngerti skrg konsep nya paket di oper jasa ini trs di oper lagi jasa jasa itu. Di oper lagi jasa itu. Prasaan dulu GK gini. pengiriman sampai skrg blm nyampe tuh paket . DKI-BDG hampir SEMINGGU .hedeh😤,1
tolong coba bikin ekspedisi pengiriman instant+makanan gitu kayak aplikasi sebelah.saya yakin banyak yang minat😊,5
"Bagus aplnya walau kasang suka ngelag/lemot, kedepanya sering"" gratis ongkir.",5
mantap cepat,5
sangat puas,5
"Halo min Tolong untuk perpesanan Tokopedia dibenerin Kasih filter pesan yg blm terbaca,blm di bls dll Sama notifikasi jgn dicampur dengan pesan Bikin bingung saja kalau ada pembeli malah di check notif doank kan buang² waktu",3
Sudah 6 tahun saya pakai apk ini .ok no problem,5
Estimasi pesananan sampai tgl 3-6 ditunggu sampe tgl 6 ga sampe juga mau komplen harus nunggu dulu sampe tgl 8 setelah tgl 8 dikomplen masih harus nunggu sampe tgl 11 buat investigasi berbelit bgt ga sat set kaya toko sebelah kecewa lah,1
"Saya sudah verifikasi usia di Tokopedia,tapi tetap tidak bisa belanja kebutuhan vape...",1
"Semoga selalu amanah, biar berkah. Sukses selalu",4
"puas oke,",5
"Aplikasi nya terlalu rumit,buat pembatalan pesanan aj g ada.tidak seperti aplikasinya lainnya selalu ada fitur pembatalan. Nyesel w download apk ini.maaf saya unistal aja.",3
Mntapp,5
pelayanannya cepet,5
puas,5
bermanfaat banget,5
okkk,5
Aku kasih bintang 5 untuk apl in karna memang seru banget apalagi banyak discount nya buruan downlod deh di jamin gk bakalan nyesel,5
Kenapa tidak bisa buka aplikasi Tokopedia kq ada tulisan maaf memuat shake shake,1
mesen paket disini lama banget ngelewatin estimasinya ew,1
Lokal Pride,5
Tokopedia termurah,5
ok,5
"Mengapa skrg status aktif seller tidak tampil lg baik di chat maupun di status toko nya? Menyulitkan untuk menentukan toko aktif atau tidak? Saya terjebak memesan ke toko yg tdk aktif, padahal buru2",5
mantap,5
"Dear Tokopedia, kenapa setiap saya daftar nomor baru untuk akun ke-2, selalu terjadi kesalahan sistem?",4
jos puas,5
baik,5
Oke sangat membantuku bth barang,5
"Sangat bagus dn membantu kebutuhan. Untuk permintaan kami pelanggan, dari pihak toped tolong jua turunkan ongkir untuk daerah Seram Bagian Barat, Maluku. Karena untuk tahun 2022 dn 2023 itu rata rata ongkir itu masih standar bisa berbanding harga barang.... tapi sekarang, rata2 ongkir itu lebih di atas dari harga barang yg biasa kami belanja",5
"Makin banyak verifikasi. Keamanan cukup no HP sama identitas. Jadi gk semua kebuka di 18+ seperti vape. Payah lah.., mending verifikasinya langsung ke no HP. Ini harus nyambung ke gopay, poto KTP. Ribet banget..",1
mantap,5
"Sumpah jangan mau transaksi di e-commerce ini....lihat saja di instagramnya sudah banyak yang uangnya tidak balik...komplain tidak di respont...barang belum di kirim tapi Tokopedia cuek,saya transaksi di sini dr tanggal 4 Maret 2025 sampai tgl 8 Maret 2025 barang tidak di kirim,menurut aturan dari Tokopedia maka transaksi saya di batalkan dan uang saya akan otomatis dikembalikan...tapi nyatanya hingga saat ini barang saya ga di kirim uang sayapun tidak di kembalikan....",1
"Saya kirim pesan ke penjual, tapi di inbox kok keterangan tidak ada pesan. Sementara notif ada 14 pesan yang belum dibaca. Tolong diperbaiki. Tlg juga kasi fitur bedain barang kw dan ori.",3
Sudah membayar ongkir tapi tetap pengiriman lama tidak untuk direkomendasikan,1
baik,5
mantep polllll nih aplikasinya kalo ada bintang 50 gua kasih bintang 50 dah pokoknya mantep abisssssss moal gagal dahhhhh mantep polllll nih aplikasinya kerennnnn,5
"Ini gimana sih kok kurirnya lama banget, saya mesen dari bulan Februari sampe detik ini ga dikirim"" cuman disimpen di gudang, kalau saya mesen nya baru"" ini okelah lah ini dari 27 februari. Terus juga saya sudah Terima paketnya kok malah mau dikirim lagi sih jdi kan harus bayar 2×, masa paketnya udh diterima tapi di aplikasi Tokopedianya 'sedang dikirim'??",3
"gw saranin jangan beli Di Tokopedia , karna knp?? karna gw pernah nyoba beli baju sama kirian motor nah terus gw coba return tuh , Eeh , malah Dateng kerumah gua",1
Bagus barang nya murah murah seperti Wayang kertas murah meriah 👍,4
sangat terbantu,5
"Jasa pengiriman di tokped kaya siput,masa Jepara jakarta udah seminggu gak nyampe2,trus status posisi pesanan juga GK jelas,kalah jauh sama sopi dan tiktok...shrusnya kasih juga rating utk jasa pengiriman",1
Kacau ni aplikasi buat data kalian bocor,1
Pengiriman lama,1
"saya baru saja daftar Tokopedia, ketika saya menggunakan promo pembelian pertama untuk beli alat pancing tidak bisa. setelah saya coba beberapa kali terus promonya hilang (promo pengguna baru dan gratis ongkir). padahal saya belum pernah melakukan pembelian di Tokopedia. Saya juga sudah coba hubungi cs Tokopedia tapi tidak ada respon. Tolong responnya developer. Soalnya saya tidak mendapat balasan di cs aplikasinya",1
Pesan baju koko uku Desain baju koko ukuran XXL ran xxl,5
👍🏻,5
ok,5
"mahal dari toko sebelah, kupon diskon kurang dari toko sebelah 🟠",3
Makin gk bener nih aplikasi,1
"Aplikasinya belum aman masak bayar pake qris dari dana udah kebayar d aplikasi Tokopedia masih menunggu pembayaran, klo aplikasi gk aman mending jangn adain qris merugikan orang aja. Saldo qu hangus deh 38.000 krg.",1
Disini sellernya tidak amanah,1
mantap...sangat membantu untuk belanja d sini...sering dapat discount...semoga tokopedia tambah sukses dan maju...aamiin,5
tokped is the best,5
"Hati hati dengan belanja di TOKOPEDIA Banyak penipuan karena aplikasi ini amatir, keamanan data juga sangat mengkhawatirkan. Pelayanan yang kurang bagus dan aplikasi pemakaiannya ribet. Dan susah banget mendapatkan bonus atau gratis ongkir. Bintang satu masih kebanyakan.....",1
good,5
Sangat bagus dan paling saya rekomendasikan,5
Jual beli aneh yang jual banyak penipu,1
"mantap Toko pedia, terima kasih, toko pedia, bayar pakai e wallet lebih gampang. dan proses nya juga cepat.",5
Good,5
"ini kenapa update posisi UI nya jadi aneh, chat saya ke toko pun gk muncul di chatnya, harus chat lewat link produknya dulu baru bisa akses chat sellernya, team develover segera di fix dong",2
Tolong hilangkan JNE dari kurir rekomendasi. Lambat banget,3
Mantap,5
sangat membantu memenuhi kebutuhan sperpat motor saya terimakasih tokopedia,5
bagus,5
bagus,5
Terbaikku,5
oke,5
Metode pembayarannya sudah tidak bisa digabung lg saatnya sudah tidak Ada keunggulanya lg,1
Respon costumer servisnya lama sekali dan tidak menyelesaikan masalah sampai saat ini dana refund saya tidak kembali padahal barang yang saya refund sudah saya kirim kembali ke selerdan sudah di Terima oleh seler. Sampai sekarang uang refund tidak keluar!,1
